user,time,comment,roles
甲上上,00:13:59,888,KOF
Jack Yeh,00:13:59,888,KOF
Lee Destry,00:13:59,888,KOF
Sam Chung Ho,00:14:00,888,KOF
Alex Chen,00:14:00,888,KOF
陸家聲,00:14:00,888,KOF
Lee Destry,00:14:00,888,KOF
高志輝,00:14:00,888,KOF
Jeremy Huang,00:14:00,888,KOF
葉俊毅,00:14:00,888,KOF
李羿酉,00:14:00,888,KOF
張家榮,00:14:01,888,KOF
Moneyling Lo,00:14:01,888,KOF
Lee Destry,00:14:02,888,KOF
Sam Chung Ho,00:14:02,888,KOF
Jorneet Chen,00:14:02,888,KOF
黃明輝,00:14:02,888,KOF
系統櫃,00:14:02,888,KOF
鄭承洲,00:14:02,888,KOF
吕學義,00:14:02,888,KOF
李羿酉,00:14:03,888,KOF
高志輝,00:14:03,888,KOF
Jack Yeh,00:14:03,888,KOF
洪文龍,00:14:03,888,KOF
Lee Destry,00:14:03,888,KOF
陸家聲,00:14:03,888,KOF
葉俊毅,00:14:04,888,KOF
黃明輝,00:14:04,888,KOF
Alex Chen,00:14:04,888,KOF
Jeremy Huang,00:14:04,888,KOF
甲上上,00:14:04,888,KOF
Lee Destry,00:14:04,888,KOF
Sam Chung Ho,00:14:04,888,KOF
Lee Destry,00:14:05,888,KOF
鄭承洲,00:14:05,888,KOF
Jorneet Chen,00:14:05,888,KOF
黃正正,00:14:05,888,KOF
系統櫃,00:14:05,888,KOF
Lee Destry,00:14:06,888,KOF
Sam Chung Ho,00:14:06,888,KOF
系統櫃,00:14:06,888,KOF
吕學義,00:14:06,888,KOF
張家榮,00:14:06,888,KOF
高志輝,00:14:06,888,KOF
黃明輝,00:14:07,888,KOF
黃正正,00:14:07,888,KOF
洪文龍,00:14:07,888,KOF
Jack Yeh,00:14:07,888,KOF
Alex Chen,00:14:07,888,KOF
Lee Destry,00:14:07,888,KOF
李羿酉,00:14:07,888,KOF
Jeremy Huang,00:14:07,888,KOF
甲上上,00:14:08,888,KOF
Sam Chung Ho,00:14:08,888,KOF
Jorneet Chen,00:14:08,888,KOF
陸家聲,00:14:08,888,KOF
高志輝,00:14:08,888,KOF
系統櫃,00:14:08,888,KOF
黃正正,00:14:09,888,KOF
Lee Destry,00:14:09,888,KOF
葉俊毅,00:14:09,888,KOF
張家榮,00:14:09,888,KOF
系統櫃,00:14:09,888,KOF
Alex Chen,00:14:10,888,KOF
洪文龍,00:14:10,888,KOF
李羿酉,00:14:10,888,KOF
黃明輝,00:14:10,888,KOF
系統櫃,00:14:10,888,KOF
Lee Destry,00:14:10,888,KOF
Cena Liu,00:14:10,888,KOF
Jorneet Chen,00:14:11,888,KOF
高志輝,00:14:11,888,KOF
黃正正,00:14:11,888,KOF
Sam Chung Ho,00:14:11,888,KOF
甲上上,00:14:12,888,KOF
系統櫃,00:14:12,888,KOF
Jeremy Huang,00:14:12,888,KOF
Alex Chen,00:14:12,888,KOF
張家榮,00:14:12,888,KOF
Cena Liu,00:14:12,888,KOF
Jack Yeh,00:14:12,888,KOF
Lee Destry,00:14:13,888,KOF
系統櫃,00:14:13,888,KOF
Sam Chung Ho,00:14:13,888,KOF
李羿酉,00:14:13,888,KOF
黃明輝,00:14:13,888,KOF
陸家聲,00:14:13,888,KOF
Cena Liu,00:14:13,888,KOF
系統櫃,00:14:14,888,KOF
李小興,00:14:14,888,KOF
高志輝,00:14:14,888,KOF
葉俊毅,00:14:14,888,KOF
Cena Liu,00:14:14,888,KOF
洪文龍,00:14:14,888,KOF
黃正正,00:14:14,888,KOF
Lee Destry,00:14:15,888,KOF
陸家聲,00:16:11,99,KOC
Rich Chang,00:16:11,99,KOC
柯重宇,00:16:14,99,KOC
張家榮,00:16:15,99,KOC
高志輝,00:16:16,99,KOC
張家榮,00:16:18,99,KOC
程泓榮,00:16:19,99,KOC
黃正倫,00:16:19,99,KOC
吕學義,00:16:20,99,KOC
張家榮,00:16:21,99,KOC
高志輝,00:16:21,99,KOC
柯重宇,00:16:22,99,KOC
張家榮,00:16:24,99,KOC
Rich Chang,00:16:24,99,KOC
高志輝,00:16:25,99,KOC
吕學義,00:16:26,99,KOC
柯重宇,00:16:27,99,KOC
張家榮,00:16:27,99,KOC
高志輝,00:16:28,99,KOC
葉俊毅,00:16:28,99,KOC
洪嘉鴻,00:16:30,28,KOC
張家榮,00:16:30,99,KOC
張家榮,00:16:34,99,KOC
葉俊毅,00:16:35,99,KOC
張家榮,00:16:37,99,KOC
吕學義,00:16:38,99,KOC
葉俊毅,00:16:41,99,KOC
柯重宇,00:16:44,99,KOC
葉俊毅,00:16:45,99,KOC
黃正倫,00:16:46,99,KOC
柯重宇,00:16:51,99,KOC
張家榮,00:17:21,66,KOC
Wau Chin A,00:17:23,66,KOC
Rich Chang,00:17:24,66,KOC
張家榮,00:17:25,66,KOC
楊和展,00:17:26,66,KOC
Wau Chin A,00:17:28,66,KOC
張家榮,00:17:29,66,KOC
柯重宇,00:17:29,66,KOC
楊和展,00:17:30,66,KOC
Wau Chin A,00:17:32,66,KOC
張家榮,00:17:32,66,KOC
廖家麟,00:17:32,66,KOC
黃正倫,00:17:33,66,KOC
楊和展,00:17:35,66,KOC
葉俊毅,00:17:36,66,KOC
張家榮,00:17:36,66,KOC
Wau Chin A,00:17:36,66,KOC
廖家麟,00:17:37,66,KOC
柯重宇,00:17:37,66,KOC
陸家聲,00:17:37,66,KOC
張家榮,00:17:39,66,KOC
柯重宇,00:17:40,66,KOC
葉俊毅,00:17:41,66,KOC
陸家聲,00:17:42,66,KOC
張家榮,00:17:42,66,KOC
Jeremy Huang,00:17:43,66,KOC
文君,00:18:03,木友們晚上好,KOF
程泓榮,00:18:38,1,KOC
張靜柱,00:18:42,50,KOC
程泓榮,00:18:47,3,KOC
Rich Chang,00:18:48,350,KOC
文君,00:18:48,300,KOC
柯重宇,00:18:50,100,KOC
程泓榮,00:18:55,301,KOC
葉俊毅,00:18:55,123,KOC
劉鳳,00:19:00,400,KOC
張家榮,00:19:09,302,KOC
黃明輝,00:19:21,378,KOC
文君,00:19:27,303,KOC
黃明輝,00:19:29,409,KOC
程泓榮,00:19:31,353,KOC
陸家聲,00:19:47,450,KOC
程泓榮,00:19:53,411,KOC
程泓榮,00:20:15,451,KOC
陸家聲,00:20:53,+1,KOC
Raymond Chen,00:21:53,2350,KOC
Raymond Chen,00:25:55,5750,KOC
洪崇溢,00:25:57,余老師再說 要筆記下來,KOF
程泓榮,00:26:54,越硬,KOF
楊和展,00:26:59,這是醇化嗎,KOC
程泓榮,00:27:12,跟老余一樣硬,KOF
熊寶寶,00:27:32,硬骨料,KOC
呂紹強,00:28:00,這個當大門手把超霸氣,KOC
吕學義,00:28:02,大門的手把料讚,KOC
蕭昭榕,00:29:18,4925,KOC
呂紹強,00:29:19,又黑又亮,KOC
吕學義,00:29:27,當然亮,KOC
黃昌偉,00:29:48,摸了就爽,KOS
吕學義,00:30:48,那支長的難找,KOS
陸家聲,00:31:18,4650,KOC
劉俊鴻,00:31:21,4650,KOC
林易澤,00:31:23,4650,KOC
海王子,00:31:23,4650,KOC
楊和展,00:31:24,4650,KOC
洪崇溢,00:31:30,4650,KOC
Votoroker Lee,00:31:30,4650,KOC
吕學義,00:32:18,真得太好用,KOS
洪崇溢,00:32:51,在野外拿來插魚,KOC
蘇菲,00:33:00,雁回時：「真正厲害的騙子，騙人時是不說謊的」,other
蘇菲,00:33:55,男主角比較帥,other
楊仁耀,00:35:19,5650,KOC
呂紹強,00:35:24,只有誰買走的問題，沒有賣不掉的問題,KOS
程泓榮,00:35:29,老余比較帥,KOF
程泓榮,00:36:14,很爽,KOS
柯重宇,00:38:46,平平安安,KOF
程泓榮,00:38:51,平平安安,KOF
Wei Jiang,00:39:16,平安,KOF
程泓榮,00:39:23,發大財,KOF
王嘉明,00:39:24,開花結果,KOF
鄭彼得,00:39:36,蘋果相逢,KOF
陳德華,00:40:13,很香,KOF
程泓榮,00:40:18,我家好幾顆要吃嗎余董,KOF
柯重宇,00:41:13,+1,KOC
賴昱圻,00:41:29,+1,KOC
坦臻,00:42:15,+1,KOC
林易澤,00:42:23,+1,KOC
程泓榮,00:42:55,便宜啦,KOS
李絲本,00:43:29,30000,KOC
小卓卓,00:43:41,檸檬味？,KOC
柯重宇,00:43:44,30000,KOC
程泓榮,00:44:18,老余辛苦汗味,KOF
Chiahui Huang,00:45:39,擺蘋果會變白雪公主啊,KOF
李紹賢,00:45:54,好蘋果,KOF
李文卿,00:46:29,齁嘿,other
小卓卓,00:46:36,老山材的味道？沒聞過,KOC
Chiahui Huang,00:49:41,這顆擺出來就一生平安啦,KOS
程泓榮,00:49:56,經過老余的手變精品,KOF
程泓榮,00:49:59,哎呀,other
陳德華,00:50:11,花都出來了,other
程泓榮,00:54:49,大小顆,other
熊寶寶,00:58:14,欣賞一下瘤,other
程泓榮,01:01:31,有當標的喔,other
程泓榮,01:01:41,送錢錢,other
楊仁耀,01:02:13,15000,KOC
楊仁耀,01:03:48,20000,KOC
張淑華,01:03:53,重油,other
楊仁耀,01:04:34,38000,KOC
程泓榮,01:06:48,直播前唱歌一下余董,KOF
程泓榮,01:11:47,老余嗎,KOF
程泓榮,01:12:58,他每天都在唸咒語大家都靜靜聽他唸,other
王國勝,01:15:05,要用3M的無痕的,other
張登傑,01:17:16,5000,KOC
蘇菲,01:18:15,真的！像網紗丁，真的好多年。剛剛才又看到,other
蔡奇良,01:20:30,1000,KOC
Devin Lin,01:22:59,23000,KOC
張登傑,01:23:49,24000,KOC
張登傑,01:26:16,26000,KOC
張登傑,01:27:04,28000,KOC
張登傑,01:27:33,謝謝老余,KOF
蘇菲,01:29:15,這些能做什麼利用,KOC
蘇菲,01:29:50,不能再利用了喔,KOC
張登傑,01:29:56,謝謝,KOF
菀羚趙,01:29:59,掌鏡是大木哥的手嗎？,KOF
菀羚趙,01:30:22,哥哥晚上好,KOF
蘇菲,01:30:23,把玩件,KOC
蘇菲,01:31:02,留影片。。。。東西賣了,other
李文卿,01:32:48,齁嘿,other
蘇菲,01:32:56,雁回時。主母說是「照心鏡」,other
鄭坤宜,01:33:10,這是檜木嗎？,KOC
李文卿,01:33:14,齁嘿,other
蘇菲,01:34:21,很薄。。。厲害,KOF
菀羚趙,01:34:25,失蹤很久了照妖鏡￼,other
程泓榮,01:35:19,1,KOC
Jason Wang,01:35:26,這個是在場裡面自己做的嗎？,KOC
Moyuman Tseng,01:35:41,我看到余豬頭,other
鄭坤宜,01:35:52,這是非賣品嗎？,KOC
坦臻,01:38:01,等級差太多…..,other
坦臻,01:38:27,水,KOF
Jason Wang,01:38:27,水,KOF
王嘉明,01:39:00,水,KOF
Moyuman Tseng,01:39:24,切杯墊啦,KOF
賴昱圻,01:39:25,這片how much@&,KOC
Jason Wang,01:39:32,多做幾片來賣,KOC
坦臻,01:39:42,+1,KOC
Moyuman Tseng,01:39:50,+1111111111,KOC
菀羚趙,01:39:56,大拇哥結婚時擺門口￼,other
菀羚趙,01:39:56,哥哥,other
許傳昌,01:39:59,高檔,KOC
Moyuman Tseng,01:40:23,余董故事,other
坦臻,01:41:42,嘆氣…,other
坦臻,01:42:04,這塊我看好幾次了………,other
Moyuman Tseng,01:42:55,女主角是誰？,other
坦臻,01:42:56,現場…,other
菀羚趙,01:44:06,老余頭像雷射￼值錢加上右下角,KOF
程泓榮,01:44:23,可怕,other
坦臻,01:44:27,夭壽骨,other
坦臻,01:46:05,老余現在在勾引人…,other
Moyuman Tseng,01:47:11,馬上被詐騙剝皮,other
Moyuman Tseng,01:49:55,我只能放零錢,other
程泓榮,01:50:24,金塊,other
許傳昌,01:50:44,放巧克力,KOF
菀羚趙,01:51:21,老余可以放珍珠鑽石,KOF
程泓榮,01:51:55,放老余照片,KOF
Moyuman Tseng,01:52:06,放各種顏色套套 週一到週日,KOF
蘇菲,01:53:23,這是老余臨幸的翻牌盒,KOF
Moyuman Tseng,01:53:27,你都不舉 所以不需要,KOF
程泓榮,01:53:36,貢,KOF
許傳昌,01:54:18,是健康,KOF
程泓榮,01:54:19,上流而已,KOF
菀羚趙,01:54:21,老余最近行情不好女粉,KOF
菀羚趙,01:54:58,吃素及生魚片,KOF
鄭坤宜,01:55:48,飛盤多少錢？,KOC
菀羚趙,01:56:38,這片厲害,KOF
黃昌偉,01:56:43,果盤,KOF
張川國,01:57:00,不會呀！反而眼睛賺了好幾百萬，是金錢買不到的價值,KOF
Moyuman Tseng,01:57:03,余董不下流不風流 只希望木頭腫瘤閃花,KOF
程泓榮,01:57:25,雕刻老余不錯,KOF
Moyuman Tseng,01:59:11,不是不喜歡 是愛在心中開不了口,other
菀羚趙,02:00:24,現在真的是孤品￼,other
Ricky Wang,02:06:20,老薑和嫰薑,KOF
董育鑫,02:06:51,100,KOC
甲上上,02:07:47,8000,KOC
董育鑫,02:07:50,9500,KOC
菀羚趙,02:07:54,8000,KOC
黃瀞慧,02:07:58,1000,KOC
李柏翰,02:08:03,10000,KOC
菀羚趙,02:08:10,15000,KOC
Rich Chang,02:08:17,9000,KOC
菀羚趙,02:09:50,入門價開始,KOC
Moyuman Tseng,02:10:32,我家只能買老薑仿冒外型,KOC
菀羚趙,02:11:11,我吃字了嗎15000,KOC
楊仁耀,02:14:02,25888,KOC
菀羚趙,02:14:17,玩一下黑色星期五起標木友機會＇外面少看到了＇手指玩一下,KOF
菀羚趙,02:15:46,值得的楊董,KOF
楊仁耀,02:16:17,感謝,KOF
菀羚趙,02:16:55,打死不放,other
Feng Kuo,02:17:07,謝謝你們的檜木枕頭，很棒,KOS
菀羚趙,02:17:21,掛衣服爽死了,KOS
程泓榮,02:18:56,水,KOF
程泓榮,02:19:23,很像余董的臉,KOF
菀羚趙,02:19:26,詹老師的可以收,KOS
甲上上,02:19:40,牛背有白鷺鷥,other
王腫緯,02:20:17,滑一下別張照片看看肉色的,other
菀羚趙,02:20:20,"不可以說喔下一次可能500,000作品出現￼￼",other
王腫緯,02:21:34,設計跟處理真的漂亮,KOC
李柏翰,02:23:47,+1,KOC
菀羚趙,02:24:21,大陸有模仿了可是沒有詹老師的漂亮，年輕人真的可以支持,KOF
王腫緯,02:24:55,托底座啦不要拿金魚尾啦,other
徐琳舒,02:25:13,漂亮,KOC
菀羚趙,02:25:54,金魚尾巴就是沒有老師的漂亮,KOF
菀羚趙,02:29:02,大陸目前在模仿￼可是就是沒有詹老師的漂亮￼￼ ＇台灣有別的直播台出來，可是不漂亮￼,KOS
菀羚趙,02:31:32,老余我有研究上街老師的作品年輕一代＇去年的反省孝查,KOF
菀羚趙,02:31:56,考查＇5次,other
坦臻,02:32:28,剪頭髮女生的才有….,other
程泓榮,02:33:27,你是含抓龍筋嗎,other
菀羚趙,02:33:40,值得培飬老師,other
安東尼,02:33:55,純剪髮嗎？你確定,other
菀羚趙,02:34:18,木友支持，但是可能等待110個月＇值得,KOF
安東尼,02:34:49,我都剪一百,other
菀羚趙,02:35:14,1O個月可以很快,other
程泓榮,02:35:23,快剪,other
Moyuman Tseng,02:35:24,因為 缺魚 賣,other
徐琳舒,02:35:33,500,KOC
楊和展,02:35:42,300,KOC
林韋勳,02:35:46,200,KOC
程泓榮,02:36:07,300,KOC
劉俊鴻,02:36:09,1000,KOC
Moyuman Tseng,02:36:30,500,KOC
李柏翰,02:36:52,2000,KOC
程泓榮,02:36:55,1100,KOC
Moyuman Tseng,02:36:57,1200,KOC
楊和展,02:38:22,300,KOC
Hsu Yao,02:38:23,100,KOC
張靜柱,02:38:24,300,KOC
程泓榮,02:38:30,100,KOC
Hsu Yao,02:38:42,200,KOC
柯重宇,02:38:45,300,KOC
程泓榮,02:38:47,150,KOC
文君,02:39:00,100,KOC
Jeremy Huang,02:39:02,400,KOC
柯重宇,02:39:07,400,KOC
張薺,02:39:12,500,KOC
李柏翰,02:39:15,800,KOC
鄭文達,02:39:15,600,KOC
賴昱圻,02:39:16,500,KOC
Hsu Yao,02:39:16,500,KOC
李柏翰,02:40:24,余董 還有像剛剛這種帶皮的板嗎,KOC
張靜柱,02:40:52,128,KOC
Hsu Yao,02:40:56,200,KOC
程泓榮,02:40:56,100,KOC
Frieda Lee,02:41:15,500,KOC
程泓榮,02:41:18,300,KOC
Jeremy Huang,02:41:19,300,KOC
文君,02:41:29,100,KOC
許智超,02:41:38,600,KOC
林琨紘,02:41:40,700,KOC
Moyuman Tseng,02:41:42,600,KOC
Hsu Yao,02:41:45,600,KOC
李柏翰,02:42:30,1200,KOC
李柏翰,02:42:34,好,KOF
李柏翰,02:43:26,2800,KOC
李柏翰,02:44:10,可以都幫我上底漆嗎,KOC
李柏翰,02:45:52,3000,KOC
李柏翰,02:47:09,999,KOC
李柏翰,02:47:20,一樣麻煩底漆,KOC
黃鵠志,02:48:02,思木的人,other
蘇菲,02:48:27,什麼時候可以跳,other
程泓榮,02:48:38,花花世界,other
Moyuman Tseng,02:48:44,零元起飄 逸靜,other
張靜柱,02:49:00,一望無際,other
余志強,02:51:14,晚上好,KOF
呂世木,02:54:14,香嗎,other
呂世木,02:55:23,當熱墊行嗎,KOC
呂世木,02:55:56,876,KOC
呂世木,02:56:59,插花,other
呂世木,02:57:33,摔不壞,other
張靜柱,02:58:48,機器累，人不累就好。,other
Jason Wang,02:59:25,啥店名？,other
程泓榮,02:59:56,長濱生魚片不錯,other
余柏緯,03:02:18,https://www.facebook.com/share/1CNq4aax7T/?mibextid=wwXIfr,other
林琨紘,03:03:04,1988,KOC
林琨紘,03:03:42,666,KOC
張薺,03:05:00,400,KOC
賴昱圻,03:05:17,400,KOC
Ericsson Lee,03:08:12,300,KOC
菀羚趙,03:10:15,2000收不要鑽了,other
Moyuman Tseng,03:10:40,200000,KOC
Moyuman Tseng,03:10:58,二十萬,other
楊文書,03:10:59,200000,KOC
Alex Chen,03:11:02,200000,KOC
Jeremy Huang,03:11:03,200000,KOC
林韋勳,03:11:07,200000,KOC
呂世木,03:11:08,200000,KOC
程泓榮,03:11:11,200000,KOC
陳政忠,03:11:12,200000,KOC
坦臻,03:11:12,二代林！,other
陳政忠,03:11:15,200000,KOC
Alex Chen,03:11:17,200000,KOC
Wau Chin A,03:11:18,2000000,KOC
陳政忠,03:11:18,200000,KOC
楊文書,03:11:20,200000,KOC
Alex Chen,03:11:21,200000,KOC
陳政忠,03:11:23,200000,KOC
楊和展,03:11:23,2000000,KOC
呂世木,03:11:23,200000,KOC
Alex Chen,03:11:24,200000,KOC
Jeremy Huang,03:11:25,200000,KOC
何紀欣,03:11:26,200000,KOC
楊和展,03:11:27,2000000,KOC
陳政忠,03:11:27,200000,KOC
Alex Chen,03:11:27,200000,KOC
楊和展,03:11:29,2000000,KOC
Jeremy Huang,03:11:29,200000,KOC
陳政忠,03:11:30,200000,KOC
何紀欣,03:11:30,200000,KOC
Alex Chen,03:11:31,200000,KOC
林韋勳,03:12:37,200000,KOC
Moyuman Tseng,03:12:45,打到手酸 幹,other
Moyuman Tseng,03:12:59,到底送不送,other
鄭偉誠,03:13:50,200000,KOC
林韋勳,03:14:31,1000,KOC
程泓榮,03:14:33,1000,KOC
呂世木,03:14:54,1100,KOC
呂世木,03:15:10,1100,KOC
林韋勳,03:15:25,1200,KOC
Ericsson Lee,03:16:00,1000,KOC
林韋勳,03:16:06,1200,KOC
Ericsson Lee,03:16:10,1300,KOC
呂世木,03:16:31,1100,KOC
林金昌,03:16:32,1100,KOC
賴信彰,03:16:37,1300,KOC
高永富,03:16:41,1200,KOC
Ericsson Lee,03:16:50,1500,KOC
林琨紘,03:17:02,1400,KOC
林韋勳,03:17:02,1400,KOC
程泓榮,03:17:09,1400,KOC
林韋勳,03:17:33,1200,KOC
賴信彰,03:17:35,感謝,KOF
林韋勳,03:17:50,1200,KOC
林金昌,03:17:52,1100,KOC
程泓榮,03:17:55,1400,KOC
呂世木,03:18:11,1300,KOC
Ericsson Lee,03:18:34,1600,KOC
林韋勳,03:18:38,1500,KOC
呂世木,03:18:45,1500,KOC
馮竣易,03:18:49,1500,KOC
林琨紘,03:18:50,1600,KOC
林韋勳,03:19:06,1600,KOC
林韋勳,03:19:47,1200,KOC
程泓榮,03:19:50,1300,KOC
林韋勳,03:20:40,1400,KOC
呂世木,03:20:50,1400,KOC
程泓榮,03:20:50,1400,KOC
程泓榮,03:21:03,1000,KOC
張登傑,03:21:16,1000,KOC
林金昌,03:21:19,1000,KOC
陳 建華,03:21:22,1200,KOC
陳 建華,03:21:33,1500,KOC
Ericsson Lee,03:21:51,1700,KOC
陳 建華,03:22:48,1000,KOC
林金昌,03:22:55,1100,KOC
程泓榮,03:22:57,1000,KOC
程泓榮,03:23:03,1200,KOC
呂世木,03:23:04,1100,KOC
呂世木,03:23:17,1200,KOC
呂世木,03:23:41,1300,KOC
